Nombre,Subcategoria,Precio,Ruta de la Imagen,Calorias,Grasas,Carbohidratos,Proteínas,Fibra,Sal,Azúcares,supermercado,Categoria
PRODUCTO ALCAMPO Pasta espirales paquete de 500 g.,Pasta Alimenticia,"0,83 €",img_alcampo/Pasta Alimenticia\PRODUCTO_ALCAMPO_Pasta_espirales_paquete_de_500_g._230.jpg,237,17.9,22.8,18.0,0.0,0.9,7.7,Alcampo,Alimentos Básicos
GALLO Pasta tiburón nº 0 GALLO paquete de 900 g.,Pasta Alimenticia,"2,50 €",img_alcampo/Pasta Alimenticia\GALLO_Pasta_tiburón_nº_0_GALLO_paquete_de_900_g._103.jpg,207,11.0,5.4,19.6,0.0,0.6,7.7,Alcampo,Alimentos Básicos
Bebida láctea desnatada sabor fresa +Proteínas Hacendado 0% m.g 20 g proteínas,Yogures líquidos,"1,15 €",img_mercadona\Yogures_líquidos\Yogures_líquidos\Bebida_láctea_desnatada_sabor_fresa_+Proteínas_Hacendado_0%_m.g_20_g_proteínas_11.jpg,52.0,0.5,3.1,10.0,0.31,0.07,3.67,Mercadona,Lácteos y Huevos
Sal de ajo Hacendado,Especias,"1,80 €",img_mercadona\Especias\Otras_especias\Sal_de_ajo_Hacendado_13.jpg,237.33,3.83,45.9,6.3,1.44,0.08,0.99,Mercadona,Alimentos Básicos
Jamón curado bajo en sal Navidul sobre 45 g,CharcuteriaQuesos,"1,00 €",https://www.dia.es/product_images/220189/220189_ISO_0_ES.jpg?imwidth=176,212kcal,10g,"0,5g",30g,0.09821360153256704,"3,5g",0.0,Día,Carnes y Pescados
AVRUGA Sucedáneo de huevas a base de arenque ahumado AVRUGA 55 g.,ahumados_surimis_anchoas_pulpos_otros,"16,67 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\AVRUGA_Sucedáneo_de_huevas_a_base_de_arenque_ahumado_AVRUGA_55_g._120.jpg,120,13.8,14.6,20.6,0.0,1.3,9.9,Alcampo,Carnes y Pescados
Manzana Reineta,Fruta,"0,56 €",img_mercadona\Fruta\Manzana_y_pera\Manzana_Reineta_10.jpg,86.32,3.15,13.34,1.22,3.52,0.09,14.01,Mercadona,Frutas y Verduras
Tomate frito Hacendado,Otras salsas,"0,85 €",img_mercadona\Otras_salsas\Tomate_frito\Tomate_frito_Hacendado_2.jpg,158.12,9.45,14.72,2.57,1.2,0.9,6.33,Mercadona,Alimentos Básicos
Barra de pan peregrina El molino de Dia bolsa 250 g,PanesHarinasMasas,"0,73 €",https://www.dia.es/product_images/66939/66939_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
Queso en porciones sin lactosa Hacendado,"Queso lonchas, rallado y en porciones","1,77 €","img_mercadona\Queso_lonchas,_rallado_y_en_porciones\Queso_en_porciones\Queso_en_porciones_sin_lactosa_Hacendado_1.jpg",179.68,6.74,20.81,8.41,0.02,1.45,0.12,Mercadona,Lácteos y Huevos
Mini burgers de pollo,Hamburguesas y picadas,"2,70 €",img_mercadona\Hamburguesas_y_picadas\Hamburguesas\Mini_burgers_de_pollo_7.jpg,245.0,16.75,6.5,17.0,0.23,0.73,0.03,Mercadona,Carnes y Pescados
MILSABOR Mortadela cortada en lonchas 250 g.,Charcuteria,"1,39 €",img_alcampo/Charcuteria\MILSABOR_Mortadela_cortada_en_lonchas_250_g._104.jpg,225,19.8,25.8,29.8,0.0,1.8,4.2,Alcampo,Carnes y Pescados
"ISABEL Caballa al gril, en aceite de oliva 85 g.",Conservas de Pescado,"1,24 €","img_alcampo/Conservas de Pescado\ISABEL_Caballa_al_gril,_en_aceite_de_oliva_85_g._71.jpg",134,12.4,14.2,25.7,0.0,0.6,5.6,Alcampo,Alimentos Procesados
Mazapán de Soto Hacendado,Bollería envasada,"2,95 €",img_mercadona\Bollería_envasada\Polvorones_y_mazapanes\Mazapán_de_Soto_Hacendado_22.jpg,483.0,28.0,40.0,13.0,0.57,0.18,57.53,Mercadona,Dulces y Snacks
Cerveza Radler con zumo natural de limón Steinburg,Cerveza,"4,80 €",img_mercadona\Cerveza\Combinado_de_cerveza\Cerveza_Radler_con_zumo_natural_de_limón_Steinburg_0.jpg,77.0,1.0,0.0,17.0,0.41,0.02,4.15,Mercadona,Bebidas
Pimentón dulce Hacendado,Especias,"1,30 €",img_mercadona\Especias\Colorante_y_pimentón\Pimentón_dulce_Hacendado_6.jpg,237.33,3.83,45.9,6.3,1.39,0.0,0.27,Mercadona,Alimentos Básicos
AUCHAN Bacalao salado desmigado 150 g. Producto Alcampo,pescados_mariscos_moluscos,"3,98 €",img_alcampo/pescados_mariscos_moluscos\AUCHAN_Bacalao_salado_desmigado_150_g._Producto_Alcampo_20.jpg,258,16.8,28.3,28.4,0.0,1.4,7.2,Alcampo,Carnes y Pescados
Caldo vegetal Knorr caja 12 unidades,ConservasCaldosCremas,"1,69 €",https://www.dia.es/product_images/42923/42923_ISO_0_ES.jpg?imwidth=176,280kcal,21g,11g,"9,2g",0.42498364944408107,"49,4g",0.0,Día,Alimentos Procesados
Crema de queso camembert Hacendado,Queso untable y fresco,"1,62 €",img_mercadona\Queso_untable_y_fresco\Queso_untable\Crema_de_queso_camembert_Hacendado_4.jpg,274.4,20.8,2.38,19.4,0.06,0.59,0.74,Mercadona,Lácteos y Huevos
LORENZANA Lata de mantequilla tradicional sin sal añadida LORENZANA 500 g.,Mantequilla,"6,94 €",img_alcampo/Mantequilla\LORENZANA_Lata_de_mantequilla_tradicional_sin_sal_añadida_LORENZANA_500_g._41.jpg,289,15.1,15.8,23.1,0.0,1.8,4.0,Alcampo,Lácteos y Huevos
Espaguetis al huevo Gallo bolsa 450 g,ArrozPastasLegumbres,"1,71 €",https://www.dia.es/product_images/100308/100308_ISO_0_ES.jpg?imwidth=176,350kcal,"2,7g",67g,13g,0.7854950495049505,"0,13g",0.0,Día,Alimentos Básicos
Masa fresca hojaldre Hacendado,Harina y preparado repostería,"2,40 €",img_mercadona\Harina_y_preparado_repostería\Masas\Masa_fresca_hojaldre_Hacendado_0.jpg,256.07,2.09,50.68,7.41,1.14,0.7,0.86,Mercadona,Alimentos Básicos
Tacos de pota al ajillo Hacendado,Atún y otras conservas de pescado,"3,05 €",img_mercadona\Atún_y_otras_conservas_de_pescado\Otras_conservas_de_pescado\Tacos_de_pota_al_ajillo_Hacendado_2.jpg,127.47,3.23,2.75,22.11,0.0,1.63,0.55,Mercadona,Alimentos Procesados
"CAMPOFRÍO Chopped de pavo, cortado en lonchas CAMPOFRÍO 115 g.",Charcuteria,"0,99 €","img_alcampo/Charcuteria\CAMPOFRÍO_Chopped_de_pavo,_cortado_en_lonchas_CAMPOFRÍO_115_g._161.jpg",127,10.7,11.7,22.0,0.0,1.4,3.4,Alcampo,Carnes y Pescados
AUCHAN Pollo limpio para asar. Producto Alcampo,pollo,"9,83 €",img_alcampo/pollo\AUCHAN_Pollo_limpio_para_asar._Producto_Alcampo_63.jpg,130,5.6,17.9,16.3,0.0,1.1,6.2,Alcampo,Carnes y Pescados
Vino tinto crianza D.O. Rioja Campo viejo botella 75 cl,CervezasVinoBebidasAlcoholicas,"5,77 €",https://www.dia.es/product_images/50657/50657_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
ORTIZ Bonito en aceite de oliva 150 g.,Conservas de Pescado,"3,54 €",img_alcampo/Conservas de Pescado\ORTIZ_Bonito_en_aceite_de_oliva_150_g._248.jpg,268,13.5,21.6,10.1,0.0,0.2,1.0,Alcampo,Alimentos Procesados
Chocolate con leche fundir Hacendado,Harina y preparado repostería,"2,40 €",img_mercadona\Harina_y_preparado_repostería\Levadura_y_preparado_repostería\Chocolate_con_leche_fundir_Hacendado_17.jpg,93.0,4.6,11.6,1.3,1.41,0.32,10.21,Mercadona,Alimentos Básicos
Golosinas mega-roulette Haribo bolsa 45 g,AzucarChocolatesCaramelos,"1,09 €",https://www.dia.es/product_images/210824/210824_ISO_0_ES.jpg?imwidth=176,343kcal,"0,5g",77g,"6,9g",0.0,"0,07g",0.0,Día,Dulces y Snacks
VICI Surimi con salmon ahumado lonchas 120 g.,ahumados_surimis_anchoas_pulpos_otros,"2,19 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\VICI_Surimi_con_salmon_ahumado_lonchas_120_g._209.jpg,225,9.7,2.0,27.9,0.0,0.6,3.5,Alcampo,Carnes y Pescados
Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carniceria,"6,18 €",https://www.dia.es/product_images/6423/6423_ISO_0_ES.jpg?imwidth=176,99kcal,"1,7g","0,5g","20,3g",0.0,"0,26g",0.0,Día,Carnes y Pescados
LOREA Bonito del Norte en aceite de oliva 72 g.,Conservas de Pescado,"2,84 €",img_alcampo/Conservas de Pescado\LOREA_Bonito_del_Norte_en_aceite_de_oliva_72_g._260.jpg,192,10.7,20.1,13.9,0.0,1.3,4.3,Alcampo,Alimentos Procesados
Palmeritas de cacao El molino de Dia bolsa 230 g,GalletasBollosCereales,"2,09 €",https://www.dia.es/product_images/299880/299880_ISO_0_ES.jpg?imwidth=176,560kcal,"36,1g","52,9g","4,5g",0.0,"0,64g",0.0,Día,Alimentos Procesados
AUCHAN Yogur sabor natural 8 x 125 g. Producto Alcampo,Yogures,"0,98 €",img_alcampo/Yogures\AUCHAN_Yogur_sabor_natural_8_x_125_g._Producto_Alcampo_250.jpg,169,5.9,6.9,17.1,0.0,0.7,3.1,Alcampo,Lácteos y Huevos
Vino tinto crianza D.O. Ribera del Duero Altos del Tamarón botella 75 cl,CervezasVinoBebidasAlcoholicas,"6,49 €",https://www.dia.es/product_images/77318/77318_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Medio repollo rizado,Verdura,"1,58 €",img_mercadona\Verdura\Repollo_y_col\Medio_repollo_rizado_4.jpg,49.04,0.6,8.98,1.77,2.46,0.05,0.62,Mercadona,Frutas y Verduras
Sándwich mixto de jamón y queso Casa Tarradellas bandeja 240 g,PizzasPlatosPreparados,"1,89 €",https://www.dia.es/product_images/74730/74730_ISO_0_ES.jpg?imwidth=176,248kcal,"8,2g","29,4g","14,2g",0.0,"1,5g",0.0,Día,Alimentos Procesados
Sardinas en aceite de oliva Cuca lata 85 g,ConservasCaldosCremas,"1,95 €",https://www.dia.es/product_images/189402/189402_ISO_0_ES.jpg?imwidth=176,200kcal,12g,0g,23g,0.42498364944408107,"1,2g",0.0,Día,Alimentos Procesados
Magdalenas integrales 0% azúcares añadidos Hacendado,Bollería envasada,"2,00 €",img_mercadona\Bollería_envasada\Bollería_envasada\Magdalenas_integrales_0%_azúcares_añadidos_Hacendado_22.jpg,427.0,22.0,51.0,5.9,0.57,0.97,32.94,Mercadona,Dulces y Snacks
Cerveza con sabor a tequila Desperados,Cerveza,"1,00 €",img_mercadona\Cerveza\Combinado_de_cerveza\Cerveza_con_sabor_a_tequila_Desperados_11.jpg,77.0,1.0,0.0,17.0,0.34,0.06,2.43,Mercadona,Bebidas
Crema de cacahuete Just loading frasco 475 g,AzucarChocolatesCaramelos,"3,39 €",https://www.dia.es/product_images/290808/290808_ISO_0_ES.jpg?imwidth=176,665kcal,"52,5g","15,3g",28g,0.7283347493627867,0g,0.0,Día,Dulces y Snacks
Hojaldrada al chocolate La Muralla,Bollería envasada,"0,25 €",img_mercadona\Bollería_envasada\Polvorones_y_mazapanes\Hojaldrada_al_chocolate_La_Muralla_14.jpg,237.41,9.42,32.76,4.53,0.53,0.72,40.66,Mercadona,Dulces y Snacks
LUENGO Extra Garbanzo lechoso en paquete de 1 kg.,Arroz y Legumbres,"3,74 €",img_alcampo/Arroz y Legumbres\LUENGO_Extra_Garbanzo_lechoso_en_paquete_de_1_kg._251.jpg,171,9.4,16.2,16.8,0.0,0.6,1.5,Alcampo,Alimentos Básicos
Cereales granola de avena con chocolate negro Kellogg's Special K caja 320 g,GalletasBollosCereales,"3,15 €",https://www.dia.es/product_images/283093/283093_ISO_0_ES.jpg?imwidth=176,469kcal,17g,65g,"9,3g",0.42498364944408107,"0,01g",0.0,Día,Alimentos Procesados
Tortilla de patatas con cebolla Al Punto Dia bandeja 600 g,Congelados,"2,59 €",https://www.dia.es/product_images/262522/262522_ISO_0_ES.jpg?imwidth=176,147kcal,9g,11g,"5,2g",0.0,"1,2g",0.0,Día,Alimentos Procesados
PRODUCTO ALCAMPO Farfalle bronzo Tavola in Italia,Pasta Alimenticia,"4,50 €",img_alcampo/Pasta Alimenticia\PRODUCTO_ALCAMPO_Farfalle_bronzo_Tavola_in_Italia_125.jpg,142,12.4,20.3,23.8,0.0,0.7,0.9,Alcampo,Alimentos Básicos
Galletas Divertidas chocolate con leche Hacendado,Galletas,"2,00 €",img_mercadona\Galletas\Con_chocolate_y_rellenas\Galletas_Divertidas_chocolate_con_leche_Hacendado_30.jpg,27.0,0.9,4.3,0.4,3.18,0.3,27.73,Mercadona,Dulces y Snacks
Bacon en taco Nuestra Alacena de Dia bolsa 300 g,CharcuteriaQuesos,"2,99 €",https://www.dia.es/product_images/273751/273751_ISO_0_ES.jpg?imwidth=176,250kcal,20g,"1,5g",16g,0.0,"2,2g",0.0,Día,Carnes y Pescados
Lenteja castellana Vegecampo de Dia bolsa 1 Kg,ArrozPastasLegumbres,"1,99 €",https://www.dia.es/product_images/157/157_ISO_0_ES.jpg?imwidth=176,306kcal,"1,9g",36g,24g,0.0,0g,0.0,Día,Alimentos Básicos
PALACIOS Chorizo casero picante de categoria extra PALACIOS 250 g.,Charcuteria,"3,56 €",img_alcampo/Charcuteria\PALACIOS_Chorizo_casero_picante_de_categoria_extra_PALACIOS_250_g._143.jpg,281,15.0,27.4,10.3,0.0,1.4,8.2,Alcampo,Carnes y Pescados
ALCAMPO CULTIVAMOS LO BUENO Hamburguesa de añojo Angus de origen nacional  2 x 150 g.,burguer_meat_picada,"3,79 €",img_alcampo/burguer_meat_picada\ALCAMPO_CULTIVAMOS_LO_BUENO_Hamburguesa_de_añojo_Angus_de_origen_nacional__2_x_150_g._27.jpg,201,14.6,12.0,15.7,0.0,0.6,9.4,Alcampo,Carnes y Pescados
"Tarta de galleta, 550g.",Pasteleria,"8,99 €","img_alcampo/Pasteleria\Tarta_de_galleta,_550g._82.jpg",188,12.8,21.5,17.1,0.0,2.0,0.5,Alcampo,Dulces y Snacks
Sal yodada fina Hacendado,"Aceite, vinagre y sal","0,40 €","img_mercadona\Aceite,_vinagre_y_sal\Sal_y_bicarbonato\Sal_yodada_fina_Hacendado_2.jpg",179.68,6.74,20.81,8.41,0.0,1.97,0.97,Mercadona,Alimentos Básicos
LA COCHURA Lentejas roja LA COCHURA paquete de 500 g.,Arroz y Legumbres,"2,65 €",img_alcampo/Arroz y Legumbres\LA_COCHURA_Lentejas_roja_LA_COCHURA_paquete_de_500_g._31.jpg,249,13.6,26.5,17.1,0.0,0.9,2.8,Alcampo,Alimentos Básicos
Yogur sabor coco Danone pack 4 x 125 g,YoguresPostres,"1,00 €",https://www.dia.es/product_images/204986/204986_ISO_0_ES.jpg?imwidth=176,72kcal,"2,2g",10g,3g,0.09504394861392833,"0,11g",0.0,Día,Lácteos y Huevos
Pierna de cordero lechal envasada al vacio COLEAR,carne_cordero,"5,69 €",img_alcampo/carne_cordero\Pierna_de_cordero_lechal_envasada_al_vacio_COLEAR_12.jpg,120,8.1,0.1,22.0,0.0,0.5,8.1,Alcampo,Carnes y Pescados
Trucha asalmonada mostrador - Entera,pescados_mariscos_moluscos,"3,20 €",img_alcampo/pescados_mariscos_moluscos\Trucha_asalmonada_mostrador_-_Entera_134.jpg,259,16.1,8.0,19.4,0.0,0.8,7.4,Alcampo,Carnes y Pescados
Bífidus desnatado con piña Activia pack 4 x 120 g,YoguresPostres,"2,49 €",https://www.dia.es/product_images/165503/165503_ISO_0_ES.jpg?imwidth=176,46kcal,"0,1g","6,9g","4,4g",0.0,"0,13g",0.0,Día,Lácteos y Huevos
Redondo de pollo asado La carloteña bolsa 340 g,PizzasPlatosPreparados,"3,89 €",https://www.dia.es/product_images/124733/124733_ISO_0_ES.jpg?imwidth=176,173kcal,10g,1g,20g,0.0,2g,0.0,Día,Alimentos Procesados
Preparado de carne picada cerdo,Hamburguesas y picadas,"2,85 €",img_mercadona\Hamburguesas_y_picadas\Picadas_y_otros\Preparado_de_carne_picada_cerdo_2.jpg,245.0,16.75,6.5,17.0,0.52,0.9,0.75,Mercadona,Carnes y Pescados
"ORBE Bonito del norte en aceite de girasol, 72 g.",Conservas de Pescado,"1,19 €","img_alcampo/Conservas de Pescado\ORBE_Bonito_del_norte_en_aceite_de_girasol,_72_g._195.jpg",257,18.7,8.4,12.1,0.0,0.9,1.0,Alcampo,Alimentos Procesados
Regaliz rojo surtido sensation red mix Fini bolsa 165 g,AzucarChocolatesCaramelos,"2,19 €",https://www.dia.es/product_images/282576/282576_ISO_0_ES.jpg?imwidth=176,352kcal,"1,3g",83g,2g,0.0,"0,3g",0.0,Día,Dulces y Snacks
Galletas tradicionales Hacendado,Galletas,"2,15 €",img_mercadona\Galletas\Galletas_desayuno\Galletas_tradicionales_Hacendado_8.jpg,410.0,10.0,66.0,8.7,2.07,0.3,23.53,Mercadona,Dulces y Snacks
Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,Bacón y salchichas,"1,75 €",img_mercadona\Bacón_y_salchichas\Salchichas\Salchichas_cocidas_hot_dog_bocadillo_Oscar_Mayer_Classic_de_pollo_y_cerdo_sabor_ahumado_5.jpg,267.0,1.0,55.0,8.6,0.0,2.61,1.82,Mercadona,Carnes y Pescados
Vino frizzante verde Fizzy botella 75 cl,CervezasVinoBebidasAlcoholicas,"2,99 €",https://www.dia.es/product_images/265214/265214_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Barritas proteicas de cacahuete y chocolate Nature Valley caja 160 g,GalletasBollosCereales,"3,65 €",https://www.dia.es/product_images/262294/262294_ISO_0_ES.jpg?imwidth=176,495kcal,30g,"23,9g","25,5g",0.42498364944408107,"0,97g",0.0,Día,Alimentos Procesados
Bandeja de nuggets de pollo con salsa barbacoa CALATAYUD Caseritos,carne_elaborados,"1,50 €",img_alcampo/carne_elaborados\Bandeja_de_nuggets_de_pollo_con_salsa_barbacoa_CALATAYUD_Caseritos_53.jpg,197,11.7,7.0,18.5,0.0,0.7,0.2,Alcampo,Carnes y Pescados
Bebida energética ultra white Monster Energy lata 500 ml,AguaRefrescosZumos,"1,79 €",https://www.dia.es/product_images/230828/230828_ISO_0_ES.jpg?imwidth=176,2kcal,0g,"0,9g",0g,0.0,"0,2g",0.0,Día,Bebidas
Cerveza radler con zumo de limón Ramblers de Dia lata 33 cl,CervezasVinoBebidasAlcoholicas,"0,40 €",https://www.dia.es/product_images/207565/207565_ISO_0_ES.jpg?imwidth=176,46kcal,"0,1g","7,1g","0,2g",0.0,"0,01g",0.0,Día,Bebidas
Jamón serrano lonchas Incarlopsa,Jamón serrano,"4,10 €",img_mercadona\Jamón_serrano\Jamón_serrano\Jamón_serrano_lonchas_Incarlopsa_2.jpg,236.5,4.0,27.9,21.8,0.13,2.51,0.14,Mercadona,Carnes y Pescados
Cerveza Mahou 5 Estrellas lata 12 x 33 cl,CervezasVinoBebidasAlcoholicas,"9,99 €",https://www.dia.es/product_images/6171/6171_ISO_0_ES.jpg?imwidth=176,49kcal,0g,"3,9g","0,4g",0.0,0g,0.0,Día,Bebidas
Bebida de fruta con leche melón y sandía Zumosfera de Dia brik 3 x 330 ml,AguaRefrescosZumos,"1,49 €",https://www.dia.es/product_images/271648/271648_ISO_0_ES.jpg?imwidth=176,36kcal,0g,"8,5g","0,3g",0.0,"0,02g",0.0,Día,Bebidas
GALLO Pasta pajarita con espinacas y tomate GALLO paquete 450 g.,Pasta Alimenticia,"1,70 €",img_alcampo/Pasta Alimenticia\GALLO_Pasta_pajarita_con_espinacas_y_tomate_GALLO_paquete_450_g._71.jpg,139,9.0,22.7,13.5,0.0,0.6,9.1,Alcampo,Alimentos Básicos
Aguacate,Fruta,"0,99 €",img_mercadona\Fruta\Fruta_tropical\Aguacate_2.jpg,160.0,15.0,8.5,2.0,2.41,0.07,14.25,Mercadona,Frutas y Verduras
"Gelatina 0% azúcar sabores fresa, mandarina y limón Hacendado",Gelatina y otros postres,"1,00 €","img_mercadona\Gelatina_y_otros_postres\Gelatina\Gelatina_0%_azúcar_sabores_fresa,_mandarina_y_limón_Hacendado_2.jpg",39.0,0.0,3.8,6.0,0.12,0.08,1.02,Mercadona,Dulces y Snacks
Edulcorante líquido stevia Hacendado,Azúcar y edulcorante,"2,05 €",img_mercadona\Azúcar_y_edulcorante\Edulcorante_y_otros\Edulcorante_líquido_stevia_Hacendado_4.jpg,267.0,1.0,55.0,8.6,0.0,0.03,0.36,Mercadona,Alimentos Básicos
Turrón de coco Hacendado,Turrones,"1,65 €",img_mercadona\Turrones\Turrones\Turrón_de_coco_Hacendado_13.jpg,179.68,6.74,20.81,8.41,1.07,0.13,26.41,Mercadona,Dulces y Snacks
Figuritas de merluza empanadas Hacendado ultracongeladas,Pescado congelado,"3,40 €",img_mercadona\Pescado_congelado\Pescado_rebozado_congelado\Figuritas_de_merluza_empanadas_Hacendado_ultracongeladas_6.jpg,149.0,4.78,8.72,17.5,1.32,1.02,1.6,Mercadona,Carnes y Pescados
Mantequilla en porciones Hacendado sin sal añadida,Mantequilla y margarina,"2,05 €",img_mercadona\Mantequilla_y_margarina\Mantequilla\Mantequilla_en_porciones_Hacendado_sin_sal_añadida_2.jpg,142.0,10.0,10.0,3.0,0.0,0.62,0.0,Mercadona,Lácteos y Huevos
Pasta fresca medialunas parmigiano reggiano y trufa Hacendado,Pasta y fideos,"2,54 €",img_mercadona\Pasta_y_fideos\Pasta_rellena\Pasta_fresca_medialunas_parmigiano_reggiano_y_trufa_Hacendado_6.jpg,309.17,3.22,56.14,12.61,4.53,1.24,1.91,Mercadona,Alimentos Básicos
LUENGO Garbanzo cocido en frasco de 400 g.,Arroz y Legumbres,"1,29 €",img_alcampo/Arroz y Legumbres\LUENGO_Garbanzo_cocido_en_frasco_de_400_g._59.jpg,293,19.3,14.0,16.7,0.0,0.3,6.8,Alcampo,Alimentos Básicos
ALCAMPO CULTIVAMOS LO BUENO Hamburguesas de vacuno Villa del Monte  2 x 150 g.,burguer_meat_picada,"3,79 €",img_alcampo/burguer_meat_picada\ALCAMPO_CULTIVAMOS_LO_BUENO_Hamburguesas_de_vacuno_Villa_del_Monte__2_x_150_g._31.jpg,216,18.5,25.5,22.4,0.0,0.6,3.9,Alcampo,Carnes y Pescados
Harina de bizcocho Gallo paquete 1 Kg,PanesHarinasMasas,"1,79 €",https://www.dia.es/product_images/216391/216391_ISO_0_ES.jpg?imwidth=176,344kcal,"1,5g",72g,9g,0.0,2g,0.0,Día,Alimentos Básicos
NUCHAR Patas cocidas de pulpo NUCHAR 200 g.,ahumados_surimis_anchoas_pulpos_otros,"3,48 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\NUCHAR_Patas_cocidas_de_pulpo_NUCHAR_200_g._217.jpg,224,13.5,14.1,20.9,0.0,0.7,5.9,Alcampo,Carnes y Pescados
Queso mascarpone Selección Mundial de Dia tarrina 250 g,CharcuteriaQuesos,"2,50 €",https://www.dia.es/product_images/48095/48095_ISO_0_ES.jpg?imwidth=176,411kcal,42g,"4,6g","3,6g",0.0,"0,11g",0.0,Día,Carnes y Pescados
Paté de tomate y albahaca Carlota Organic frasco 110 g,CharcuteriaQuesos,"2,19 €",https://www.dia.es/product_images/303493/303493_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Carnes y Pescados
Sardinillas reducidas en sal en aceite de oliva Hacendado,Atún y otras conservas de pescado,"2,05 €",img_mercadona\Atún_y_otras_conservas_de_pescado\Sardinas\Sardinillas_reducidas_en_sal_en_aceite_de_oliva_Hacendado_1.jpg,127.47,3.23,2.75,22.11,0.0,1.46,0.53,Mercadona,Alimentos Procesados
Refresco de sandía zero azúcares Fanta lata 33 cl,AguaRefrescosZumos,"0,75 €",https://www.dia.es/product_images/283112/283112_ISO_0_ES.jpg?imwidth=176,2kcal,0g,"0,3g",0g,0.0,"0,02g",0.0,Día,Bebidas
ALMACIGO Yemas de espárragos cortas baby frasco de 110 g.,Conservas Vegetales,"3,85 €",img_alcampo/Conservas Vegetales\ALMACIGO_Yemas_de_espárragos_cortas_baby_frasco_de_110_g._31.jpg,240,12.4,4.7,29.6,0.0,0.9,5.4,Alcampo,Alimentos Procesados
Mermelada de arándanos Hacendado,Mermelada y miel,"1,85 €",img_mercadona\Mermelada_y_miel\Mermelada\Mermelada_de_arándanos_Hacendado_3.jpg,333.0,0.0,83.0,0.5,0.5,0.05,44.83,Mercadona,Alimentos Básicos
Refresco de té al limón Upss Dia lata 33 cl,AguaRefrescosZumos,"0,50 €",https://www.dia.es/product_images/68685/68685_ISO_0_ES.jpg?imwidth=176,20kcal,0g,"4,8g",0g,0.0,"0,03g",0.0,Día,Bebidas
Refresco de cola Hola Cola de Dia lata 12 x 33 cl,AguaRefrescosZumos,"4,08 €",https://www.dia.es/product_images/5392P12/5392P12_ISO_0_ES.jpg?imwidth=176,29kcal,0g,"7,2g",0g,0.0,0g,0.0,Día,Bebidas
Leche entera calcio Puleva brik 1 l,LecheHuevosMantequilla,"1,58 €",https://www.dia.es/product_images/27258/27258_ISO_0_ES.jpg?imwidth=176,68kcal,"3,6g","4,9g","3,9g",0.0,"0,18g",0.0,Día,Lácteos y Huevos
Crema con queso semicurado Dia Láctea tarrina 125 g,CharcuteriaQuesos,"1,35 €",https://www.dia.es/product_images/296013/296013_ISO_0_ES.jpg?imwidth=176,281kcal,25g,2g,12g,0.0,2g,0.0,Día,Carnes y Pescados
Perejil Vegecampo de Dia frasco 18 g,AceitesSalsasEspecias,"0,79 €",https://www.dia.es/product_images/299136/299136_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
Barrita de chocolate con avellanas sin gluten ondulé Dr. Schar bolsa 30 g,AzucarChocolatesCaramelos,"1,19 €",https://www.dia.es/product_images/283307/283307_ISO_0_ES.jpg?imwidth=176,549kcal,33g,55g,"6,8g",0.7283347493627867,"0,18g",0.0,Día,Dulces y Snacks
Bebida de arándanos y frutas rojas Hacendado sin azúcares añadidos,Fruta variada(Zumos),"1,65 €",img_mercadona\Fruta_variada(Zumos)\Fruta_variada_y_otros_sabores\Bebida_de_arándanos_y_frutas_rojas_Hacendado_sin_azúcares_añadidos_4.jpg,33.0,0.0,8.0,0.1,0.92,0.27,9.03,Mercadona,Bebidas
Melva en aceite de oliva Mari Marinera de Dia lata 85 g,ConservasCaldosCremas,"2,13 €",https://www.dia.es/product_images/11829/11829_ISO_0_ES.jpg?imwidth=176,298kcal,24g,"0,5g",21g,0.0,"0,64g",0.0,Día,Alimentos Procesados
